-180,0.031944467
-175,0.031721863
-170,0.031499259
-165,0.031128765
-160,0.03061135
-155,0.029948617
-150,0.029142821
-145,0.028196877
-140,0.027114214
-135,0.025898838
-130,0.024555254
-125,0.023088748
-120,0.021505969
-115,0.019816051
-110,0.018031881
-105,0.016171664
-100,0.014259947
-95,0.012328301
-90,0.010414961
-85,0.008563714
-80,0.006821723
-75,0.005234701
-70,0.00383809
-65,0.002650943
-60,0.00168173
-55,0.000936094
-50,0.000415712
-45,0.000111852
-40,0
-35,4.18E-05
-30,0.000193761
-25,0.00041328
-20,0.000661043
-15,0.000900927
-10,0.001100536
-5,0.001232812
0,0.001232812
5,0.001232812
10,0.001100536
15,0.000900927
20,0.000661043
25,0.00041328
30,0.000193761
35,4.18E-05
40,0
45,0.000111852
50,0.000415712
55,0.000936094
60,0.00168173
65,0.002650943
70,0.00383809
75,0.005234701
80,0.006821723
85,0.008563714
90,0.010414961
95,0.012328301
100,0.014259947
105,0.016171664
110,0.018031881
115,0.019816051
120,0.021505969
125,0.023088748
130,0.024555254
135,0.025898838
140,0.027114214
145,0.028196877
150,0.029142821
155,0.029948617
160,0.03061135
165,0.031128765
170,0.031499259
175,0.031721863
180,0.031944467